source	ID	GO
GPL2810	A000213_01	GO:0005575
GPL2810	A000213_01	GO:0009733
GPL2810	A000213_01	GO:0010252
GPL2810	A000213_01	GO:0010279
GPL2810	A000214_01	GO:0003674
GPL2810	A000214_01	GO:0005635
GPL2810	A000214_01	GO:0005730
GPL2810	A000214_01	GO:0005829
GPL2810	A000214_01	GO:0009507
GPL2810	A000214_01	GO:0009910
GPL2810	A000214_01	GO:0016973
GPL2810	A000214_01	GO:0033234
GPL2810	A000214_01	GO:0048443
GPL2810	A000216_01	GO:0004672
GPL2810	A000216_01	GO:0005515
GPL2810	A000216_01	GO:0007165
GPL2810	A000217_01	GO:0004674
GPL2810	A000217_01	GO:0005524
GPL2810	A000217_01	GO:0006468
GPL2810	A000217_01	GO:0009507
GPL2810	A000220_01	GO:0003677
GPL2810	A000220_01	GO:0006355
GPL2810	A000222_01	GO:0006812
GPL2810	A000222_01	GO:0012505
GPL2810	A000222_01	GO:0016021
GPL2810	A000222_01	GO:0046873
GPL2810	A000223_01	GO:0004334
GPL2810	A000223_01	GO:0005575
GPL2810	A000223_01	GO:0009072
GPL2810	A000224_01	GO:0009507
GPL2810	A000225_01	GO:0004364
GPL2810	A000225_01	GO:0005737
GPL2810	A000225_01	GO:0009407
GPL2810	A000227_01	GO:0005089
GPL2810	A000227_01	GO:0008150
GPL2810	A000228_01	GO:0003674
GPL2810	A000228_01	GO:0008150
GPL2810	A000228_01	GO:0012505
GPL2810	A000230_01	GO:0004828
GPL2810	A000230_01	GO:0005739
GPL2810	A000230_01	GO:0006434
GPL2810	A000230_01	GO:0007005
GPL2810	A000230_01	GO:0009507
GPL2810	A000230_01	GO:0009658
GPL2810	A000230_01	GO:0048481
GPL2810	A000231_01	GO:0005506
GPL2810	A000231_01	GO:0005575
GPL2810	A000231_01	GO:0016706
GPL2810	A000231_01	GO:0019538
GPL2810	A000232_01	GO:0003674
GPL2810	A000232_01	GO:0005575
GPL2810	A000232_01	GO:0006464
GPL2810	A000233_01	GO:0003674
GPL2810	A000233_01	GO:0005575
GPL2810	A000233_01	GO:0008150
GPL2810	A000234_01	GO:0000287
GPL2810	A000234_01	GO:0008152
GPL2810	A000234_01	GO:0016829
GPL2810	A000235_01	GO:0003674
GPL2810	A000235_01	GO:0005575
GPL2810	A000235_01	GO:0008150
GPL2810	A000236_01	GO:0004674
GPL2810	A000236_01	GO:0005524
GPL2810	A000236_01	GO:0006468
GPL2810	A000236_01	GO:0009941
GPL2810	A000237_01	GO:0003677
GPL2810	A000237_01	GO:0003910
GPL2810	A000237_01	GO:0005524
GPL2810	A000237_01	GO:0006260
GPL2810	A000237_01	GO:0006281
GPL2810	A000237_01	GO:0006310
GPL2810	A000237_01	GO:0009507
